,Unnamed: 0,ligand_name,sequence_id,label
6986,6986,76,7369,1
6987,6987,76,7370,1
6988,6988,76,7371,1
6989,6989,76,7372,1
6990,6990,76,7373,1
6991,6991,76,7374,1
6992,6992,76,7376,1
6993,6993,76,7377,1
6994,6994,76,7378,1
6995,6995,76,7379,1
6996,6996,76,7380,1
6997,6997,76,7381,1
6998,6998,76,7382,1
6999,6999,76,7383,1
7000,7000,76,7384,1
7001,7001,76,7385,1
7002,7002,76,7387,1
7003,7003,76,7388,1
7004,7004,76,7389,1
7005,7005,76,7390,1
7006,7006,76,7391,1
7007,7007,76,7392,1
7008,7008,76,7393,1
7009,7009,76,7394,1
7010,7010,76,7395,1
7011,7011,76,7396,1
7012,7012,76,7397,1
7013,7013,76,7398,1
7014,7014,76,7399,1
7015,7015,76,7400,1
7016,7016,76,7401,1
7017,7017,76,7402,1
7018,7018,76,7403,1
7019,7019,76,7404,1
7020,7020,76,7405,1
7021,7021,76,7406,1
7022,7022,76,7407,1
7023,7023,76,7408,1
7024,7024,76,7409,1
7025,7025,76,7410,1
7026,7026,76,7411,1
7027,7027,76,7412,1
7028,7028,76,7413,1
7029,7029,76,7414,1
7030,7030,76,7415,1
7031,7031,76,7417,1
7032,7032,76,7418,1
7033,7033,76,7419,1
7034,7034,76,7420,1
7035,7035,76,7421,1
7036,7036,76,7422,1
7037,7037,76,7423,1
7038,7038,76,7424,1
7039,7039,76,7425,1
7040,7040,76,7426,1
7041,7041,76,7427,1
7042,7042,76,7428,1
7043,7043,76,7429,1
7044,7044,76,7430,1
7045,7045,76,7431,1
7046,7046,76,7433,1
7047,7047,76,7434,1
7048,7048,76,7435,1
7049,7049,76,7436,1
7050,7050,76,7437,1
7051,7051,76,7438,1
7052,7052,76,7439,1
7053,7053,76,7440,1
7054,7054,76,7441,1
7055,7055,76,7442,1
7056,7056,76,7443,1
7057,7057,76,7444,1
7058,7058,76,7445,1
7059,7059,76,7446,1
7060,7060,76,7447,1
7061,7061,76,7448,1
7062,7062,76,7449,1
7063,7063,76,7450,1
7064,7064,76,7451,1
7065,7065,76,7452,1
7066,7066,76,7453,1
7067,7067,76,7454,1
7068,7068,76,7455,1
7069,7069,76,7456,1
7070,7070,76,7457,1
7071,7071,76,7458,1
7072,7072,76,7459,1
7073,7073,76,7460,1
7074,7074,76,7461,1
7075,7075,76,7462,1
7076,7076,76,7463,1
7077,7077,76,7464,1
7078,7078,76,7465,1
7079,7079,76,7466,1
7080,7080,76,7467,1
7081,7081,76,7468,1
7082,7082,76,7469,1
7083,7083,76,7470,1
7084,7084,76,7471,1
7085,7085,76,7472,1
7086,7086,76,7473,1
7087,7087,76,7474,1
7088,7088,76,7475,1
7089,7089,76,7476,1
7090,7090,76,7477,1
7091,7091,76,7478,1
7092,7092,76,7479,1
7093,7093,76,7480,1
7094,7094,76,7481,1
7095,7095,76,7482,1
7096,7096,76,7483,1
7097,7097,76,7484,1
7098,7098,76,7485,1
7099,7099,76,7488,1
7100,7100,76,7489,1
7101,7101,76,7490,1
7102,7102,76,7491,1
7103,7103,76,7492,1
7104,7104,76,7493,1
7105,7105,76,7494,1
7106,7106,76,7495,1
7107,7107,76,2735,1
7108,7108,76,7497,1
7109,7109,76,7498,1
7110,7110,76,7499,1
7111,7111,76,7500,1
7112,7112,76,7502,1
7113,7113,76,7503,1
7114,7114,76,7506,1
7115,7115,76,7508,1
7116,7116,76,7509,1
7117,7117,76,7510,1
7118,7118,76,7511,1
7119,7119,76,7512,1
7120,7120,76,7513,1
7121,7121,76,7514,1
7122,7122,76,7515,1
7123,7123,76,7517,1
7124,7124,76,7518,1
7125,7125,76,7519,1
7126,7126,76,7520,1
7127,7127,76,7522,1
7128,7128,76,7523,1
7129,7129,76,7524,1
7130,7130,76,7525,1
7131,7131,76,7526,1
7132,7132,76,7527,1
7133,7133,76,7528,1
7134,7134,76,7529,1
7135,7135,76,7530,1
7136,7136,76,7531,1
7137,7137,76,7532,1
7138,7138,76,7533,1
7139,7139,76,7534,1
7140,7140,76,7535,1
7141,7141,76,7536,1
7142,7142,76,7537,1
7143,7143,76,7538,1
7144,7144,76,7539,1
7145,7145,76,7540,1
7146,7146,76,7541,1
7147,7147,76,7542,1
7148,7148,76,7543,1
7149,7149,76,7544,1
7150,7150,76,7545,1
7151,7151,76,7547,1
7152,7152,76,7548,1
7153,7153,76,7549,1
7154,7154,76,7550,1
7155,7155,76,7551,1
7156,7156,76,7552,1
7157,7157,76,7553,1
7158,7158,76,7554,1
7159,7159,76,7556,1
7160,7160,76,7557,1
7161,7161,76,7558,1
7162,7162,76,7559,1
7163,7163,76,7560,1
7164,7164,76,7561,1
7165,7165,76,7563,1
7166,7166,76,7564,1
7167,7167,76,7565,1
7168,7168,76,7566,1
7169,7169,76,7567,1
7170,7170,76,7568,1
7171,7171,76,7570,1
7172,7172,76,7571,1
7173,7173,76,7572,1
7174,7174,76,7573,1
7175,7175,76,7574,1
7176,7176,76,7575,1
7177,7177,76,7576,1
7178,7178,76,7577,1
7179,7179,76,7578,1
7180,7180,76,7579,1
7181,7181,76,7580,1
7182,7182,76,7581,1
7183,7183,76,7582,1
7184,7184,76,7583,1
7185,7185,76,7584,1
7186,7186,76,7585,1
7187,7187,76,7586,1
7188,7188,76,7587,1
7189,7189,76,7588,1
7190,7190,76,7589,1
7191,7191,76,7590,1
7192,7192,76,7591,1
7473,7473,121,7910,1
7474,7474,121,7911,1
7477,7477,76,7914,1
7479,7479,76,7916,1
7482,7482,28,7919,1
8107,8107,28,8601,1
8108,8108,28,8602,1
8109,8109,28,8603,1
8110,8110,28,8604,1
8111,8111,28,8605,1
8112,8112,28,8606,1
8113,8113,28,8607,1
8114,8114,28,8608,1
8115,8115,28,8609,1
8116,8116,28,8611,1
8117,8117,28,8612,1
8118,8118,28,8613,1
8119,8119,28,8614,1
8120,8120,28,8615,1
8121,8121,28,8616,1
8122,8122,28,8617,1
8123,8123,28,8618,1
8124,8124,28,8619,1
8125,8125,28,8620,1
8126,8126,28,8621,1
8127,8127,28,8622,1
8128,8128,28,8624,1
8129,8129,28,8625,1
8130,8130,28,8626,1
8131,8131,28,8627,1
8132,8132,28,8628,1
8133,8133,28,8629,1
8134,8134,28,8630,1
8135,8135,28,8631,1
8136,8136,28,8632,1
8137,8137,28,8633,1
8138,8138,28,8634,1
8139,8139,28,8635,1
8140,8140,28,8636,1
8141,8141,28,8637,1
8142,8142,28,8638,1
8143,8143,28,8639,1
8144,8144,28,8640,1
8145,8145,28,8641,1
8146,8146,28,8642,1
8507,8507,121,9049,1
8508,8508,121,9050,1
8509,8509,121,9051,1
8510,8510,121,9052,1
8511,8511,121,9053,1
8512,8512,121,9054,1
8513,8513,121,9055,1
8514,8514,121,9056,1
8515,8515,121,9057,1
8516,8516,121,9058,1
8517,8517,121,9059,1
8518,8518,121,9060,1
8519,8519,121,9062,1
8520,8520,121,9063,1
8521,8521,121,9064,1
8522,8522,121,9065,1
8523,8523,121,9066,1
8524,8524,121,9068,1
8525,8525,121,9070,1
8526,8526,121,9071,1
8527,8527,121,9072,1
8528,8528,121,9073,1
8529,8529,121,9074,1
8530,8530,121,9075,1
8531,8531,121,9076,1
8532,8532,121,9077,1
8533,8533,121,9080,1
8534,8534,121,9081,1
8535,8535,121,9082,1
8536,8536,121,9083,1
8537,8537,121,9084,1
8538,8538,121,9085,1
8539,8539,121,9086,1
8540,8540,121,9087,1
8541,8541,121,9088,1
8542,8542,121,9089,1
8543,8543,121,9091,1
8544,8544,121,9092,1
8545,8545,121,9093,1
8546,8546,121,9094,1
8547,8547,121,9095,1
8548,8548,121,9096,1
8549,8549,121,9097,1
8550,8550,121,9098,1
8551,8551,121,9099,1
8552,8552,121,9100,1
8553,8553,121,9101,1
8554,8554,121,9102,1
8555,8555,121,9103,1
8556,8556,121,9105,1
8557,8557,121,9106,1
8558,8558,121,9107,1
8559,8559,121,9108,1
8560,8560,121,9109,1
8561,8561,121,9110,1
8562,8562,121,9111,1
8563,8563,121,9112,1
8564,8564,121,9113,1
8565,8565,121,9114,1
8566,8566,121,9115,1
8567,8567,121,9116,1
8568,8568,121,9117,1
8569,8569,121,9118,1
8570,8570,121,9119,1
8571,8571,121,9120,1
8572,8572,121,9121,1
8573,8573,121,9123,1
8574,8574,121,9124,1
8575,8575,121,9125,1
8576,8576,121,9126,1
8577,8577,121,9127,1
8578,8578,121,9128,1
8579,8579,121,9129,1
8580,8580,121,9130,1
8581,8581,121,9131,1
8582,8582,121,9132,1
8583,8583,121,9133,1
8584,8584,121,9134,1
8585,8585,121,9135,1
8820,8820,28,9388,1
8821,8821,28,9389,1
8822,8822,28,9390,1
8823,8823,28,9391,1
8824,8824,28,9392,1
8825,8825,28,9393,1
8826,8826,28,9394,1
8827,8827,28,9395,1
8828,8828,28,9396,1
8829,8829,28,9397,1
8830,8830,28,8479,1
8831,8831,28,9399,1
8832,8832,28,9400,1
8833,8833,28,9401,1
8834,8834,28,9402,1
8835,8835,28,9403,1
8836,8836,28,9404,1
8837,8837,28,9405,1
8838,8838,28,9406,1
8839,8839,28,9407,1
8840,8840,28,9408,1
8841,8841,28,9409,1
8842,8842,28,9410,1
8843,8843,28,9411,1
8844,8844,28,9412,1
8845,8845,28,9413,1
8846,8846,28,9414,1
8847,8847,28,9416,1
8848,8848,28,9417,1
8849,8849,28,9419,1
8850,8850,28,9420,1
8851,8851,28,9421,1
8852,8852,28,9422,1
8853,8853,28,9423,1
8857,8857,28,9427,1
8858,8858,28,9428,1
8859,8859,28,9429,1
8860,8860,28,9430,1
8861,8861,28,9431,1
8862,8862,28,9432,1
8863,8863,28,9433,1
8864,8864,28,9434,1
8866,8866,28,9436,1
8867,8867,28,9437,1
8868,8868,28,9438,1
8869,8869,28,9439,1
8870,8870,28,9440,1
8871,8871,28,9441,1
8872,8872,28,9442,1
8873,8873,28,9444,1
8874,8874,28,9445,1
8875,8875,28,9446,1
8876,8876,28,9447,1
8877,8877,28,9448,1
8878,8878,28,9449,1
8879,8879,28,9450,1
8880,8880,28,9451,1
8881,8881,28,9452,1
8882,8882,28,9455,1
8883,8883,28,9456,1
8884,8884,28,9457,1
8885,8885,28,9458,1
8886,8886,28,9459,1
8887,8887,28,9460,1
8888,8888,28,9461,1
8889,8889,28,9463,1
8890,8890,28,9464,1
8891,8891,28,9465,1
8892,8892,28,9466,1
8893,8893,28,9467,1
8894,8894,28,9468,1
8895,8895,28,9469,1
8896,8896,28,9470,1
8897,8897,28,9471,1
8898,8898,28,9472,1
8899,8899,28,9473,1
8900,8900,28,9475,1
8901,8901,28,9476,1
8902,8902,28,9477,1
8903,8903,28,9478,1
8904,8904,28,9479,1
8905,8905,28,9481,1
8906,8906,28,9482,1
8907,8907,28,9483,1
8908,8908,28,9484,1
8942,8942,22,9522,1
8943,8943,22,9523,1
8944,8944,22,9524,1
8945,8945,22,9525,1
8946,8946,22,9526,1
8947,8947,22,9527,1
8948,8948,22,9528,1
9039,9039,76,9622,1
9040,9040,76,9623,1
9041,9041,76,9624,1
9042,9042,76,9625,1
9043,9043,76,9626,1
9044,9044,76,9627,1
9045,9045,76,9628,1
9046,9046,76,9629,1
9047,9047,76,9630,1
9550,9550,22,150,0
9553,9553,28,188,0
9609,9609,76,753,0
9656,9656,76,1263,0
9677,9677,28,1406,0
9691,9691,121,608,0
9705,9705,28,1666,0
9751,9751,121,2053,0
9758,9758,121,2110,0
9767,9767,28,2165,0
9780,9780,22,2325,0
9788,9788,22,2435,0
9802,9802,28,2524,0
9821,9821,121,2739,0
9911,9911,121,3630,0
9944,9944,28,3888,0
9952,9952,22,3985,0
9970,9970,76,4144,0
9974,9974,121,4209,0
9975,9975,121,4226,0
9986,9986,28,4352,0
10081,10081,121,5247,0
10084,10084,76,5285,0
10092,10092,121,5323,0
10096,10096,22,5347,0
10103,10103,121,5434,0
10112,10112,22,5534,0
10131,10131,28,5729,0
10135,10135,28,5790,0
10138,10138,28,5809,0
10158,10158,76,6000,0
10162,10162,76,6035,0
10199,10199,28,6463,0
10250,10250,121,6938,0
10282,10282,121,7239,0
10315,10315,76,7620,0
10316,10316,28,7637,0
10332,10332,22,7776,0
10338,10338,76,7874,0
10353,10353,28,8015,0
10356,10356,76,8025,0
10385,10385,121,8352,0
10407,10407,76,8587,0
10419,10419,121,8674,0
10434,10434,28,8805,0
10460,10460,22,9073,0
10467,10467,28,9110,0
10511,10511,121,9435,0
10550,10550,121,9763,0
10560,10560,121,9866,0
10622,10622,22,233,0
10646,10646,121,432,0
10654,10654,121,482,0
10655,10655,76,487,0
10704,10704,76,892,0
10757,10757,28,1337,0
10767,10767,121,1415,0
10808,10808,22,1752,0
10814,10814,121,1851,0
10816,10816,76,1883,0
10827,10827,76,2002,0
10833,10833,22,2063,0
10859,10859,121,2294,0
10885,10885,76,2627,0
10909,10909,28,2864,0
10917,10917,28,2906,0
10921,10921,22,3007,0
10957,10957,76,3440,0
10959,10959,28,3455,0
10964,10964,121,3520,0
10969,10969,121,3576,0
10992,10992,22,3947,0
10995,10995,28,3968,0
11001,11001,28,3994,0
11070,11070,121,4509,0
11074,11074,28,4575,0
11090,11090,76,4783,0
11123,11123,121,5130,0
11145,11145,76,5311,0
11216,11216,28,5964,0
11219,11219,22,6025,0
11223,11223,76,6098,0
11301,11301,121,6784,0
11320,11320,22,6987,0
11348,11348,121,7230,0
11405,11405,76,7775,0
11423,11423,121,7909,0
11469,11469,76,8248,0
11482,11482,76,8414,0
11497,11497,76,8522,0
11502,11502,28,8595,0
11513,11513,76,8760,0
11540,11540,121,8976,0
11572,11572,76,9243,0
11581,11581,22,9297,0
11582,11582,22,9302,0
11603,11603,28,9537,0
11607,11607,22,9587,0
11638,11638,22,9920,0
11639,11639,22,9954,0
11733,11733,22,672,0
11774,11774,76,991,0
11792,11792,22,1214,0
11794,11794,22,1231,0
11812,11812,28,1322,0
11850,11850,22,1765,0
11887,11887,76,2142,0
11901,11901,22,2316,0
11915,11915,22,2027,0
11925,11925,121,2456,0
11926,11926,121,2458,0
11929,11929,28,2480,0
11937,11937,76,2506,0
11984,11984,76,2941,0
12047,12047,28,3531,0
12076,12076,121,3897,0
12078,12078,76,3933,0
12081,12081,121,3972,0
12119,12119,22,4398,0
12136,12136,28,4540,0
12147,12147,76,4620,0
12152,12152,22,4639,0
12184,12184,121,4897,0
12226,12226,28,5309,0
12232,12232,22,5368,0
12268,12268,28,5700,0
12281,12281,28,5751,0
12309,12309,76,6028,0
12369,12369,28,6803,0
12371,12371,76,6839,0
12402,12402,121,7125,0
12444,12444,22,7578,0
12476,12476,76,7884,0
12489,12489,22,7981,0
12496,12496,121,8024,0
12497,12497,76,8027,0
12521,12521,121,8347,0
12523,12523,76,8377,0
12538,12538,28,8501,0
12557,12557,22,8681,0
12558,12558,28,8702,0
12577,12577,76,8898,0
12588,12588,76,8988,0
12609,12609,121,9292,0
12618,12618,22,9358,0
12633,12633,121,9458,0
12670,12670,22,9704,0
12688,12688,22,9892,0
12706,12706,76,10051,0
12724,12724,28,60,0
12740,12740,28,205,0
12745,12745,121,262,0
12779,12779,22,531,0
12831,12831,121,1006,0
12863,12863,28,1149,0
12867,12867,121,1272,0
12889,12889,28,1436,0
12923,12923,22,1707,0
12960,12960,121,2117,0
12976,12976,121,2232,0
12992,12992,76,2381,0
13031,13031,28,2705,0
13062,13062,121,2932,0
13065,13065,22,2961,0
13068,13068,76,2967,0
13071,13071,22,2999,0
13111,13111,28,3333,0
13116,13116,76,3382,0
13151,13151,22,3678,0
13182,13182,76,4092,0
13188,13188,76,4119,0
13214,13214,121,4470,0
13239,13239,28,4626,0
13263,13263,76,4827,0
13280,13280,121,4992,0
13329,13329,22,5530,0
13338,13338,28,5669,0
13343,13343,121,5757,0
13347,13347,28,5800,0
13392,13392,76,6308,0
13402,13402,22,6406,0
13410,13410,22,6482,0
13427,13427,76,6684,0
13431,13431,76,6705,0
13460,13460,121,7084,0
13566,13566,28,8045,0
13572,13572,22,8091,0
13644,13644,76,8714,0
13646,13646,76,8729,0
13648,13648,76,8737,0
13659,13659,22,8884,0
13680,13680,22,9096,0
13698,13698,22,9274,0
13700,13700,28,9306,0
13704,13704,76,9354,0
13705,13705,121,9356,0
13711,13711,76,9404,0
13725,13725,28,9582,0
13750,13750,22,9791,0
13758,13758,76,9862,0
13783,13783,28,37,0
13824,13824,76,445,0
13826,13826,28,447,0
13847,13847,76,639,0
13893,13893,28,1170,0
13904,13904,28,1254,0
13916,13916,121,1319,0
13929,13929,22,1430,0
13956,13956,28,1733,0
13971,13971,76,1907,0
14016,14016,28,2226,0
14036,14036,22,2354,0
14054,14054,121,2543,0
14105,14105,22,3086,0
14115,14115,22,3202,0
14132,14132,22,3367,0
14133,14133,22,3374,0
14143,14143,121,3456,0
14153,14153,121,3516,0
14157,14157,28,3561,0
14164,14164,121,3629,0
14184,14184,121,3814,0
14185,14185,22,3849,0
14191,14191,121,3885,0
14225,14225,121,4208,0
14247,14247,28,4389,0
14264,14264,76,4501,0
14271,14271,28,4562,0
14272,14272,22,4579,0
14289,14289,121,4822,0
14305,14305,22,5006,0
14335,14335,22,5269,0
14338,14338,121,5340,0
14423,14423,28,6127,0
14437,14437,76,6259,0
14461,14461,28,6430,0
14537,14537,28,7265,0
14565,14565,22,7483,0
14602,14602,121,7857,0
14632,14632,76,8149,0
14634,14634,22,8179,0
14650,14650,76,8360,0
14655,14655,28,8420,0
14656,14656,76,8432,0
14661,14661,76,8492,0
14667,14667,121,8528,0
14683,14683,28,8738,0
14686,14686,76,8753,0
14693,14693,28,8807,0
14706,14706,121,8906,0
14770,14770,76,9468,0
14772,14772,76,9484,0
14773,14773,28,9488,0
14785,14785,121,9555,0
14817,14817,76,9893,0
14840,14840,28,21,0
14856,14856,28,261,0
14942,14942,121,1120,0
14944,14944,22,1127,0
14972,14972,22,1349,0
14983,14983,76,1449,0
14989,14989,22,1492,0
15020,15020,22,1691,0
15035,15035,76,1909,0
15086,15086,121,2376,0
15118,15118,28,2500,0
15130,15130,22,2694,0
15159,15159,22,2934,0
15161,15161,76,2964,0
15257,15257,22,3935,0
15272,15272,28,4095,0
15286,15286,121,4173,0
15292,15292,76,4241,0
15323,15323,28,4520,0
15362,15362,28,4857,0
15369,15369,121,4920,0
15375,15375,121,4990,0
15407,15407,28,5317,0
15444,15444,22,5622,0
15450,15450,22,5688,0
15475,15475,76,5978,0
15478,15478,28,6003,0
15494,15494,76,6123,0
15496,15496,28,6156,0
15498,15498,76,6198,0
15500,15500,22,6208,0
15619,15619,22,7412,0
15627,15627,22,7453,0
15659,15659,76,7782,0
15667,15667,22,7878,0
15670,15670,22,7906,0
15671,15671,121,7920,0
15689,15689,22,8072,0
15695,15695,28,8139,0
15700,15700,22,8194,0
15702,15702,28,8204,0
15722,15722,76,8304,0
15727,15727,121,8356,0
15746,15746,22,8506,0
15795,15795,22,9118,0
15802,15802,76,9170,0
15864,15864,121,9806,0
15875,15875,28,9934,0
15882,15882,22,9986,0
15923,15923,22,254,0
15924,15924,76,275,0
15925,15925,76,279,0
15963,15963,76,673,0
16000,16000,121,1013,0
16048,16048,76,1431,0
16072,16072,22,1722,0
16079,16079,22,1778,0
16105,16105,121,1978,0
16111,16111,121,2049,0
16138,16138,121,2291,0
16150,16150,22,2378,0
16230,16230,121,3025,0
16243,16243,76,3181,0
16252,16252,121,3338,0
16254,16254,76,3363,0
16270,16270,121,3489,0
16280,16280,28,3565,0
16289,16289,22,3689,0
16311,16311,121,3818,0
16336,16336,121,4067,0
16355,16355,22,4212,0
16357,16357,22,4240,0
16371,16371,76,4390,0
16409,16409,28,4580,0
16429,16429,76,4879,0
16463,16463,76,5128,0
16477,16477,76,5283,0
16482,16482,121,5324,0
16512,16512,121,5573,0
16526,16526,121,5717,0
16546,16546,28,5951,0
16550,16550,76,5977,0
16562,16562,121,6081,0
16567,16567,22,6126,0
16589,16589,22,6320,0
16593,16593,76,6360,0
16599,16599,76,6436,0
16655,16655,28,7039,0
16657,16657,22,7058,0
16702,16702,121,7456,0
16704,16704,22,7473,0
16715,16715,121,7586,0
16718,16718,22,7617,0
16727,16727,22,7717,0
16737,16737,121,7873,0
16750,16750,121,8033,0
16752,16752,121,8056,0
16762,16762,28,8142,0
16805,16805,28,8586,0
16838,16838,22,8722,0
16879,16879,28,9385,0
16884,16884,22,9456,0
16891,16891,121,9533,0
16892,16892,22,9536,0
16925,16925,22,9880,0
16926,16926,28,9884,0
16949,16949,28,10099,0
17031,17031,28,670,0
17066,17066,121,1044,0
17074,17074,22,1110,0
17079,17079,28,1153,0
17104,17104,28,1140,0
17120,17120,28,1480,0
17129,17129,22,1539,0
17181,17181,28,1988,0
17190,17190,121,2084,0
17204,17204,121,2239,0
17221,17221,22,2410,0
17224,17224,28,2469,0
17249,17249,121,2814,0
17272,17272,76,2976,0
17289,17289,28,3151,0
17291,17291,76,3184,0
17328,17328,121,3488,0
17347,17347,76,3685,0
17373,17373,121,4003,0
17422,17422,22,4443,0
17429,17429,28,4522,0
17447,17447,22,4572,0
17478,17478,121,4835,0
17484,17484,76,4873,0
17503,17503,22,5052,0
17504,17504,121,5079,0
17526,17526,28,5321,0
17569,17569,28,5764,0
17592,17592,22,5957,0
17604,17604,121,6053,0
17654,17654,76,6449,0
17698,17698,28,6844,0
17731,17731,28,7185,0
17752,17752,121,7388,0
17777,17777,121,7704,0
17778,17778,76,7707,0
17842,17842,121,8393,0
17843,17843,28,8404,0
17917,17917,28,9215,0
17919,17919,22,9225,0
17947,17947,121,9572,0
17970,17970,28,9768,0
18017,18017,28,10165,0
18040,18040,76,265,0
18065,18065,121,557,0
18067,18067,121,578,0
18074,18074,121,644,0
18104,18104,121,802,0
18134,18134,76,1226,0
18143,18143,28,1276,0
18152,18152,76,1342,0
18166,18166,22,1409,0
18191,18191,22,1620,0
18213,18213,121,1756,0
18264,18264,22,2353,0
18275,18275,76,2467,0
18294,18294,28,2617,0
18295,18295,76,2499,0
18298,18298,76,2637,0
18304,18304,28,2686,0
18308,18308,22,2703,0
18320,18320,28,2750,0
18334,18334,22,2894,0
18339,18339,121,2946,0
18465,18465,76,4189,0
18579,18579,22,5071,0
18592,18592,121,5180,0
18595,18595,28,5205,0
18637,18637,28,5535,0
18651,18651,76,5731,0
18657,18657,22,5811,0
18658,18658,28,5834,0
18731,18731,22,6532,0
18734,18734,76,6554,0
18744,18744,22,6619,0
18767,18767,28,6861,0
18806,18806,121,7281,0
18879,18879,22,8048,0
18920,18920,22,8457,0
19038,19038,28,9771,0
19068,19068,28,10113,0
